time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20161008:1410,0,76.94,1.6,23.96,9.72,2.96,0
20161008:1510,29.64,107.94,2.41,15.52,9.76,3.12,0
20161008:1610,22.82,40.84,0.91,6.08,8.97,2.52,0
20161008:1710,0,0,0,0,8.17,1.93,0
20161008:1810,0,0,0,0,7.38,1.34,0
20161008:1910,0,0,0,0,6.74,1.36,0
20161008:2010,0,0,0,0,6.1,1.37,0
20161008:2110,0,0,0,0,5.47,1.39,0
20161008:2210,0,0,0,0,5.22,1.31,0
20161008:2310,0,0,0,0,4.97,1.24,0
20161009:0010,0,0,0,0,4.72,1.16,0
20161009:0110,0,0,0,0,4.88,1.27,0
20161009:0210,0,0,0,0,5.05,1.38,0
20161009:0310,0,0,0,0,5.22,1.49,0
20161009:0410,0,0,0,0,5.23,1.45,0
20161009:0510,0,0,0,0,5.23,1.42,0
20161009:0610,0,12.76,0.28,5.14,5.24,1.38,0
20161009:0710,1.59,69.88,1.47,14.62,5.69,1.5,0
20161009:0810,3.12,121.69,2.56,23.12,6.14,1.62,0
20161009:0910,0,78.75,1.64,30.05,6.59,1.74,0
20161009:1010,0,113.14,2.36,34.7,7.11,1.97,0
20161009:1110,0,161.11,3.36,36.41,7.63,2.21,0
20161009:1210,0,148.44,3.09,34.89,8.15,2.44,0
20161009:1310,0,122.19,2.55,30.41,8.24,2.6,0
20161009:1410,153.73,198.47,5.13,23.6,8.33,2.75,0
20161009:1510,44.21,112.96,2.58,15.18,8.42,2.91,0
20161009:1610,80.73,47.06,1.17,5.74,7.7,2.62,0
20161009:1710,0,0,0,0,6.98,2.32,0
20161009:1810,0,0,0,0,6.27,2.03,0
20161009:1910,0,0,0,0,5.86,1.83,0
20161009:2010,0,0,0,0,5.45,1.64,0
20161009:2110,0,0,0,0,5.05,1.45,0
20161009:2210,0,0,0,0,4.76,1.37,0
20161009:2310,0,0,0,0,4.48,1.28,0
20161010:0010,0,0,0,0,4.2,1.2,0
20161010:0110,0,0,0,0,3.82,1.19,0
20161010:0210,0,0,0,0,3.45,1.18,0
20161010:0310,0,0,0,0,3.07,1.17,0
20161010:0410,0,0,0,0,3.32,1.26,0
20161010:0510,0,0,0,0,3.56,1.36,0
20161010:0610,0,21.27,0.47,4.9,3.81,1.45,0
20161010:0710,49.97,103.27,2.56,14.36,4.65,1.78,0
20161010:0810,14.2,140.62,3.06,22.83,5.48,2.12,0
20161010:0910,0,100.47,2.09,29.72,6.32,2.46,0
20161010:1010,0,143.01,2.98,34.34,6.68,2.49,0
20161010:1110,428.04,277.88,9.45,36.03,7.05,2.53,0
20161010:1210,93.77,267.92,6.28,34.51,7.42,2.57,0
20161010:1310,168.6,252.17,6.43,30.03,7.76,2.59,0
20161010:1410,130.1,194.43,4.87,23.24,8.11,2.61,0
20161010:1510,208.51,121.3,3.72,14.84,8.45,2.63,0
20161010:1610,94.31,39.85,1.17,5.41,7.73,2.41,0
20161010:1710,0,0,0,0,7.01,2.19,0
20161010:1810,0,0,0,0,6.3,1.97,0
20161010:1910,0,0,0,0,6.02,1.85,0
20161010:2010,0,0,0,0,5.74,1.72,0
20161010:2110,0,0,0,0,5.47,1.6,0
20161010:2210,0,0,0,0,5.05,1.49,0
20161010:2310,0,0,0,0,4.63,1.39,0
20161011:0010,0,0,0,0,4.21,1.28,0
20161011:0110,0,0,0,0,3.73,1.25,0
20161011:0210,0,0,0,0,3.25,1.22,0
20161011:0310,0,0,0,0,2.77,1.19,0
20161011:0410,0,0,0,0,2.89,1.44,0
20161011:0510,0,0,0,0,3.02,1.69,0
20161011:0610,0,21.27,0.47,4.66,3.14,1.94,0
20161011:0710,14.74,87.33,1.94,14.1,4.05,2.38,0
20161011:0810,19.13,146.97,3.23,22.54,4.95,2.81,0
20161011:0910,265.19,235.37,7.15,29.4,5.86,3.24,0
20161011:1010,25.57,224.24,4.88,33.99,6.34,3.44,0
20161011:1110,8.1,203.97,4.32,35.65,6.82,3.64,0
20161011:1210,0,117.67,2.45,34.12,7.31,3.83,0
20161011:1310,190.64,250.75,6.54,29.66,7.54,3.89,0
20161011:1410,0,29.87,0.62,22.88,7.76,3.94,0
20161011:1510,74.9,115.92,2.77,14.5,7.99,4,0
20161011:1610,99.47,35.59,1.09,5.09,7.07,3.39,0
20161011:1710,0,0,0,0,6.15,2.78,0
20161011:1810,0,0,0,0,5.23,2.17,0
20161011:1910,0,0,0,0,4.66,1.89,0
20161011:2010,0,0,0,0,4.09,1.61,0
20161011:2110,0,0,0,0,3.53,1.34,0
20161011:2210,0,0,0,0,3.33,1.2,0
20161011:2310,0,0,0,0,3.13,1.05,0
20161012:0010,0,0,0,0,2.94,0.91,0
20161012:0110,0,0,0,0,2.94,1.11,0
20161012:0210,0,0,0,0,2.94,1.31,0
20161012:0310,0,0,0,0,2.94,1.52,0
20161012:0410,0,0,0,0,2.82,1.39,0
20161012:0510,0,0,0,0,2.71,1.27,0
20161012:0610,0,19.56,0.43,4.41,2.59,1.14,0
20161012:0710,226.54,76.37,3.7,13.83,3.67,1.38,0
20161012:0810,154.63,177.51,4.96,22.25,4.75,1.62,0
20161012:0910,120.08,233.12,5.81,29.08,5.83,1.86,0
20161012:1010,210.89,278.87,7.47,33.63,6.66,1.98,0
20161012:1110,140.35,285.15,7,35.28,7.49,2.09,0
20161012:1210,222.05,284.23,7.54,33.74,8.32,2.21,0
20161012:1310,315.25,244.09,7.37,29.29,8.84,2.3,0
20161012:1410,400.83,162.9,6.37,22.53,9.37,2.4,0
20161012:1510,324.07,92.29,4.04,14.16,9.89,2.5,0
20161012:1610,87.75,33.35,0.98,4.76,8.64,2.32,0
20161012:1710,0,0,0,0,7.38,2.14,0
20161012:1810,0,0,0,0,6.13,1.96,0
20161012:1910,0,0,0,0,5.4,1.92,0
20161012:2010,0,0,0,0,4.68,1.89,0
20161012:2110,0,0,0,0,3.96,1.85,0
20161012:2210,0,0,0,0,3.73,1.86,0
20161012:2310,0,0,0,0,3.51,1.87,0
20161013:0010,0,0,0,0,3.29,1.88,0
20161013:0110,0,0,0,0,3.07,1.99,0
20161013:0210,0,0,0,0,2.86,2.11,0
20161013:0310,0,0,0,0,2.65,2.22,0
20161013:0410,0,0,0,0,2.8,2.35,0
20161013:0510,0,0,0,0,2.95,2.49,0
20161013:0610,0,13.61,0.3,4.16,3.1,2.62,0
20161013:0710,1.69,63.56,1.34,13.57,4.9,2.89,0
20161013:0810,1.63,104.29,2.19,21.96,6.7,3.16,0
20161013:0910,19.37,185.08,4.02,28.75,8.5,3.43,0
20161013:1010,0,130.34,2.72,33.27,9.55,3.66,0
20161013:1110,1.64,167.66,3.51,34.9,10.61,3.89,0
20161013:1210,335.57,203.16,7.1,33.36,11.67,4.11,0
20161013:1310,150.25,241.91,6.04,28.92,11.63,3.78,0
20161013:1410,69.12,173.33,4.02,22.18,11.6,3.46,0
20161013:1510,4.31,71.27,1.51,13.83,11.56,3.13,0
20161013:1610,7.46,22.41,0.49,4.44,10.57,3.27,0
20161013:1710,0,0,0,0,9.58,3.41,0
20161013:1810,0,0,0,0,8.6,3.54,0
20161013:1910,0,0,0,0,8.32,3.81,0
20161013:2010,0,0,0,0,8.04,4.07,0
20161013:2110,0,0,0,0,7.77,4.33,0
20161013:2210,0,0,0,0,7.75,4.18,0
20161013:2310,0,0,0,0,7.73,4.04,0
20161014:0010,0,0,0,0,7.72,3.89,0
20161014:0110,0,0,0,0,7.6,3.91,0
20161014:0210,0,0,0,0,7.49,3.93,0
20161014:0310,0,0,0,0,7.37,3.94,0
20161014:0410,0,0,0,0,7.65,4.02,0
20161014:0510,0,0,0,0,7.92,4.1,0
20161014:0610,0,16.16,0.36,3.92,8.2,4.18,0
20161014:0710,10.34,76.66,1.68,13.31,9.54,4.43,0
20161014:0810,8.23,127.04,2.72,21.67,10.87,4.69,0
20161014:0910,17.91,179.38,3.89,28.43,12.21,4.94,0
20161014:1010,8.17,187.67,3.98,32.92,13.24,4.7,0
20161014:1110,41.38,240.08,5.32,34.53,14.27,4.47,0
20161014:1210,25.42,217.15,4.72,32.99,15.31,4.23,0
20161014:1310,0,106.8,2.23,28.55,14.62,3.36,0
20161014:1410,0,63.36,1.32,21.83,13.92,2.48,0
20161014:1510,35.17,96.76,2.17,13.49,13.23,1.6,0
20161014:1610,59.75,28.49,0.75,4.12,12.68,1.69,0
20161014:1710,0,0,0,0,12.13,1.78,0
20161014:1810,0,0,0,0,11.58,1.88,0
20161014:1910,0,0,0,0,11.32,1.84,0
20161014:2010,0,0,0,0,11.06,1.8,0
20161014:2110,0,0,0,0,10.81,1.77,0
20161014:2210,0,0,0,0,10.34,1.66,0
20161014:2310,0,0,0,0,9.88,1.56,0
20161015:0010,0,0,0,0,9.42,1.46,0
20161015:0110,0,0,0,0,9.23,1.77,0
20161015:0210,0,0,0,0,9.05,2.07,0
20161015:0310,0,0,0,0,8.86,2.37,0
20161015:0410,0,0,0,0,8.95,2.16,0
20161015:0510,0,0,0,0,9.05,1.94,0
20161015:0610,0,15.31,0.34,3.67,9.14,1.72,0
20161015:0710,14.03,79.13,1.75,13.04,10.13,1.76,0
20161015:0810,124.76,170.75,4.51,21.38,11.12,1.8,0
20161015:0910,0,124,2.58,28.11,12.12,1.83,0
20161015:1010,14.81,200.61,4.3,32.57,12.63,2.1,0
20161015:1110,296.78,285.3,8.19,34.16,13.15,2.36,0
20161015:1210,496.92,241.53,9.07,32.61,13.67,2.62,0
20161015:1310,201.87,167.5,5.06,28.19,14.25,2.21,0
20161015:1410,175.07,128.03,3.89,21.48,14.83,1.79,0
20161015:1510,118.09,89.23,2.45,13.17,15.41,1.38,0
20161015:1610,41.9,24.31,0.61,3.81,14.71,1.34,0
20161015:1710,0,0,0,0,14.01,1.3,0
20161015:1810,0,0,0,0,13.32,1.26,0
20161015:1910,0,0,0,0,11.81,1.22,0
20161015:2010,0,0,0,0,10.31,1.18,0
20161015:2110,0,0,0,0,8.81,1.14,0
20161015:2210,0,0,0,0,8.13,1.07,0
20161015:2310,0,0,0,0,7.46,0.99,0
20161016:0010,0,0,0,0,6.79,0.91,0
20161016:0110,0,0,0,0,6.29,1.06,0
20161016:0210,0,0,0,0,5.8,1.2,0
20161016:0310,0,0,0,0,5.3,1.35,0
20161016:0410,0,0,0,0,5.24,1.43,0
20161016:0510,0,0,0,0,5.18,1.52,0
20161016:0610,0,9.99,0.22,3.42,5.12,1.6,0
20161016:0710,48.83,73.21,1.9,12.77,7.73,1.75,0
20161016:0810,101.67,124.88,3.45,21.08,10.33,1.89,0
20161016:0910,144.65,144.74,4.3,27.79,12.94,2.04,0
20161016:1010,186.23,165.08,5.1,32.22,14.43,1.62,0
20161016:1110,194.31,185.75,5.53,33.79,15.92,1.2,0
20161016:1210,263.61,171.06,5.81,32.24,17.41,0.77,0
20161016:1310,258.45,160.58,5.38,27.83,17.4,0.67,0
20161016:1410,208.06,124.17,4.05,21.14,17.4,0.57,0
20161016:1510,129.12,85.57,2.42,12.84,17.39,0.47,0
20161016:1610,37.17,21.83,0.54,3.5,15.77,1,0
20161016:1710,0,0,0,0,14.15,1.53,0
20161016:1810,0,0,0,0,12.53,2.06,0
20161016:1910,0,0,0,0,11.7,1.81,0
20161016:2010,0,0,0,0,10.87,1.56,0
20161016:2110,0,0,0,0,10.05,1.31,0
20161016:2210,0,0,0,0,9.97,1.47,0
20161016:2310,0,0,0,0,9.89,1.62,0
20161017:0010,0,0,0,0,9.82,1.78,0
20161017:0110,0,0,0,0,9.46,1.78,0
20161017:0210,0,0,0,0,9.1,1.78,0
20161017:0310,0,0,0,0,8.74,1.78,0
20161017:0410,0,0,0,0,8.59,1.76,0
20161017:0510,0,0,0,0,8.45,1.74,0
20161017:0610,0,8.42,0.19,3.18,8.3,1.72,0
20161017:0710,47.18,69.41,1.8,12.51,9.67,1.94,0
20161017:0810,107.23,120.56,3.4,20.79,11.04,2.17,0
20161017:0910,166.36,139.7,4.39,27.46,12.41,2.39,0
20161017:1010,189.15,162.31,5.06,31.87,12.85,2.11,0
20161017:1110,265.76,171.01,5.9,33.42,13.29,1.83,0
20161017:1210,260.78,173.1,5.79,31.87,13.74,1.54,0
20161017:1310,0,94.13,1.96,27.47,13.48,1.5,0
20161017:1410,3.91,109.21,2.3,20.8,13.22,1.45,0
20161017:1510,0,16.29,0.34,12.52,12.96,1.41,0
20161017:1610,10.04,17.05,0.38,3.19,12.45,1.38,0
20161017:1710,0,0,0,0,11.93,1.35,0
20161017:1810,0,0,0,0,11.42,1.32,0
20161017:1910,0,0,0,0,11.19,1.35,0
20161017:2010,0,0,0,0,10.96,1.38,0
20161017:2110,0,0,0,0,10.73,1.41,0
20161017:2210,0,0,0,0,10.43,1.48,0
20161017:2310,0,0,0,0,10.13,1.54,0
20161018:0010,0,0,0,0,9.83,1.61,0
20161018:0110,0,0,0,0,10.04,1.62,0
20161018:0210,0,0,0,0,10.26,1.63,0
20161018:0310,0,0,0,0,10.47,1.64,0
20161018:0410,0,0,0,0,10.19,1.63,0
20161018:0510,0,0,0,0,9.9,1.61,0
20161018:0610,0,1.7,0.04,2.93,9.62,1.6,0
20161018:0710,14.82,73.89,1.64,12.24,9.88,1.89,0
20161018:0810,118.67,164.84,4.28,20.5,10.14,2.19,0
20161018:0910,175.21,224.51,5.96,27.14,10.41,2.48,0
20161018:1010,0,41.64,0.87,31.52,10.54,2.51,0
20161018:1110,0,100.47,2.09,33.05,10.68,2.53,0
20161018:1210,0,80.56,1.68,31.5,10.82,2.55,0
20161018:1310,180.76,233.07,5.96,27.11,11.02,2.49,0
20161018:1410,0,26.25,0.55,20.46,11.22,2.43,0
20161018:1510,164.21,106.99,2.87,12.2,11.42,2.37,0
20161018:1610,16.52,14.63,0.34,2.88,10.74,2.01,0
20161018:1710,0,0,0,0,10.06,1.65,0
20161018:1810,0,0,0,0,9.39,1.28,0
20161018:1910,0,0,0,0,9,1.33,0
20161018:2010,0,0,0,0,8.62,1.37,0
20161018:2110,0,0,0,0,8.24,1.42,0
20161018:2210,0,0,0,0,8.13,1.58,0
20161018:2310,0,0,0,0,8.02,1.73,0
20161019:0010,0,0,0,0,7.91,1.89,0
20161019:0110,0,0,0,0,7.86,1.96,0
20161019:0210,0,0,0,0,7.81,2.04,0
20161019:0310,0,0,0,0,7.76,2.11,0
20161019:0410,0,0,0,0,7.68,2.23,0
20161019:0510,0,0,0,0,7.59,2.35,0
20161019:0610,0,0,0,0,7.51,2.47,0
20161019:0710,18.87,76.53,1.72,11.98,7.79,2.63,0
20161019:0810,1.74,95.26,2,20.21,8.07,2.8,0
20161019:0910,0,70.6,1.47,26.82,8.36,2.97,0
20161019:1010,0,106.8,2.23,31.17,8.34,2.91,0
20161019:1110,0,123.1,2.56,32.69,8.32,2.86,0
20161019:1210,22.89,203.18,4.39,31.14,8.31,2.8,0
20161019:1310,0,117.67,2.45,26.76,8.44,2.68,0
20161019:1410,10.02,122.14,2.6,20.13,8.56,2.56,0
20161019:1510,19.44,76.2,1.66,11.88,8.69,2.44,0
20161019:1610,24.39,14.15,0.34,2.58,8.21,2.39,0
20161019:1710,0,0,0,0,7.72,2.34,0
20161019:1810,0,0,0,0,7.24,2.29,0
20161019:1910,0,0,0,0,6.85,2.13,0
20161019:2010,0,0,0,0,6.46,1.97,0
20161019:2110,0,0,0,0,6.07,1.81,0
20161019:2210,0,0,0,0,5.98,1.88,0
20161019:2310,0,0,0,0,5.9,1.94,0
20161020:0010,0,0,0,0,5.82,2.01,0
20161020:0110,0,0,0,0,5.72,1.83,0
20161020:0210,0,0,0,0,5.63,1.66,0
20161020:0310,0,0,0,0,5.53,1.48,0
20161020:0410,0,0,0,0,5.47,1.42,0
20161020:0510,0,0,0,0,5.42,1.37,0
20161020:0610,0,0,0,0,5.36,1.31,0
20161020:0710,94.26,87.66,2.41,11.71,5.74,1.61,0
20161020:0810,408.19,106.59,5.83,19.92,6.12,1.91,0
20161020:0910,168.01,220.06,5.77,26.5,6.51,2.21,0
20161020:1010,5.13,169.11,3.56,30.82,7.01,2.37,0
20161020:1110,10.38,192.66,4.09,32.33,7.51,2.53,0
20161020:1210,8.87,178.83,3.79,30.78,8.02,2.69,0
20161020:1310,0,82.37,1.72,26.41,8.28,2.67,0
20161020:1410,107.53,165.88,3.98,19.8,8.54,2.64,0
20161020:1510,7.45,64.67,1.38,11.57,8.8,2.62,0
20161020:1610,0,9.96,0.21,2.28,8.2,2.21,0
20161020:1710,0,0,0,0,7.6,1.8,0
20161020:1810,0,0,0,0,7,1.39,0
20161020:1910,0,0,0,0,6.78,1.55,0
20161020:2010,0,0,0,0,6.56,1.71,0
20161020:2110,0,0,0,0,6.35,1.86,0
20161020:2210,0,0,0,0,6.2,2.04,0
20161020:2310,0,0,0,0,6.05,2.21,0
20161021:0010,0,0,0,0,5.9,2.39,0
20161021:0110,0,0,0,0,5.59,2.23,0
20161021:0210,0,0,0,0,5.29,2.08,0
20161021:0310,0,0,0,0,4.99,1.93,0
20161021:0410,0,0,0,0,5.07,2.06,0
20161021:0510,0,0,0,0,5.15,2.19,0
20161021:0610,0,0,0,0,5.23,2.32,0
20161021:0710,7.85,62.75,1.36,11.44,5.61,2.5,0
20161021:0810,7.12,110.6,2.36,19.63,5.99,2.68,0
20161021:0910,0,52.5,1.09,26.18,6.37,2.86,0
20161021:1010,0,116.76,2.43,30.48,6.51,2.88,0
20161021:1110,0,42.54,0.89,31.97,6.66,2.9,0
20161021:1210,0,134.86,2.81,30.42,6.81,2.92,0
20161021:1310,0,34.39,0.72,26.07,6.83,2.68,0
20161021:1410,0,34.39,0.72,19.47,6.84,2.43,0
20161021:1510,17.76,72.32,1.57,11.27,6.86,2.18,0
20161021:1610,0,0,0,0,6.34,1.75,0
20161021:1710,0,0,0,0,5.82,1.32,0
20161021:1810,0,0,0,0,5.31,0.9,0
20161021:1910,0,0,0,0,5.19,0.79,0
20161021:2010,0,0,0,0,5.07,0.68,0
20161021:2110,0,0,0,0,4.95,0.57,0
20161021:2210,0,0,0,0,4.85,0.74,0
20161021:2310,0,0,0,0,4.76,0.91,0
20161022:0010,0,0,0,0,4.67,1.08,0
20161022:0110,0,0,0,0,3.66,1.11,0
20161022:0210,0,0,0,0,2.66,1.15,0
20161022:0310,0,0,0,0,1.65,1.19,0
20161022:0410,0,0,0,0,1.44,1.19,0
20161022:0510,0,0,0,0,1.23,1.2,0
20161022:0610,0,0,0,0,1.02,1.2,0
20161022:0710,126.09,82.63,2.49,11.18,3,1.26,0
20161022:0810,176.48,156.89,4.47,19.33,4.97,1.32,0
20161022:0910,237.33,215.41,6.17,25.86,6.95,1.38,0
20161022:1010,677.12,147.45,9.3,30.14,7.93,1.54,0
20161022:1110,470.46,243.67,8.68,31.61,8.91,1.69,0
20161022:1210,400.25,247.51,7.96,30.07,9.89,1.85,0
20161022:1310,316.27,220.85,6.56,25.73,10.13,1.31,0
20161022:1410,87.35,156.29,3.66,19.15,10.38,0.77,0
20161022:1510,186.82,97.12,2.66,10.96,10.62,0.23,0
20161022:1610,0,0,0,0,9.31,0.73,0
20161022:1710,0,0,0,0,8,1.23,0
20161022:1810,0,0,0,0,6.7,1.72,0
20161022:1910,0,0,0,0,5.86,1.68,0
20161022:2010,0,0,0,0,5.02,1.64,0
20161022:2110,0,0,0,0,4.19,1.6,0
20161022:2210,0,0,0,0,3.86,1.7,0
20161022:2310,0,0,0,0,3.53,1.79,0
20161023:0010,0,0,0,0,3.21,1.89,0
20161023:0110,0,0,0,0,3.7,2.29,0
20161023:0210,0,0,0,0,4.2,2.69,0
20161023:0310,0,0,0,0,4.69,3.09,0
20161023:0410,0,0,0,0,5.34,3.22,0
20161023:0510,0,0,0,0,5.98,3.36,0
20161023:0610,0,0,0,0,6.63,3.49,0
20161023:0710,2.04,51.87,1.09,10.91,7.29,3.65,0
20161023:0810,25.51,127.62,2.83,19.04,7.95,3.8,0
20161023:0910,12.33,155.89,3.34,25.55,8.61,3.96,0
20161023:1010,8.75,174.27,3.7,29.8,9.23,4.01,0
20161023:1110,0,72.41,1.51,31.26,9.86,4.06,0
20161023:1210,0,88.7,1.85,29.71,10.49,4.11,0
20161023:1310,0,47.07,0.98,25.39,10,3.84,0
20161023:1410,0,73.32,1.53,18.83,9.51,3.57,0
20161023:1510,0,37.11,0.77,10.66,9.02,3.3,0
20161023:1610,0,0,0,0,8.58,3.59,0
20161023:1710,0,0,0,0,8.14,3.88,0
20161023:1810,0,0,0,0,7.71,4.17,0
20161023:1910,0,0,0,0,7.82,4.07,0
20161023:2010,0,0,0,0,7.94,3.98,0
20161023:2110,0,0,0,0,8.06,3.89,0
20161023:2210,0,0,0,0,8.16,3.88,0
20161023:2310,0,0,0,0,8.26,3.87,0
20161024:0010,0,0,0,0,8.37,3.86,0
20161024:0110,0,0,0,0,8.28,3.87,0
20161024:0210,0,0,0,0,8.2,3.87,0
20161024:0310,0,0,0,0,8.12,3.88,0
20161024:0410,0,0,0,0,8.21,3.93,0
20161024:0510,0,0,0,0,8.3,3.99,0
20161024:0610,0,0,0,0,8.39,4.04,0
20161024:0710,4.17,54.02,1.15,10.64,9.53,4.44,0
20161024:0810,134.62,152.85,4.04,18.75,10.67,4.84,0
20161024:0910,35.53,175.77,3.9,25.23,11.82,5.24,0
20161024:1010,118.16,239.15,5.75,29.46,13,5.07,0
20161024:1110,14.26,189.77,4.05,30.91,14.18,4.89,0
20161024:1210,225.31,255.28,6.7,29.37,15.37,4.72,0
20161024:1310,426.4,198.55,6.96,25.06,15.23,4.23,0
20161024:1410,364.74,146.28,5.15,18.52,15.1,3.75,0
20161024:1510,195.63,92.64,2.55,10.36,14.96,3.27,0
20161024:1610,0,0,0,0,14.25,3.31,0
20161024:1710,0,0,0,0,13.54,3.34,0
20161024:1810,0,0,0,0,12.84,3.38,0
20161024:1910,0,0,0,0,12.52,3.45,0
20161024:2010,0,0,0,0,12.21,3.53,0
20161024:2110,0,0,0,0,11.9,3.6,0
20161024:2210,0,0,0,0,11.89,3.71,0
20161024:2310,0,0,0,0,11.89,3.81,0
20161025:0010,0,0,0,0,11.89,3.92,0
20161025:0110,0,0,0,0,11.7,3.16,0
20161025:0210,0,0,0,0,11.52,2.4,0
20161025:0310,0,0,0,0,11.33,1.64,0
20161025:0410,0,0,0,0,11.26,1.71,0
20161025:0510,0,0,0,0,11.2,1.79,0
20161025:0610,0,0,0,0,11.13,1.86,0
20161025:0710,2.13,47.35,1,10.38,11.36,1.8,0
20161025:0810,0,41.64,0.87,18.47,11.58,1.73,0
20161025:0910,0,68.79,1.43,24.92,11.81,1.67,0
20161025:1010,0,55.21,1.15,29.12,12.06,1.44,0
20161025:1110,0,86.89,1.81,30.56,12.32,1.21,0
20161025:1210,0,51.59,1.08,29.02,12.58,0.98,0
20161025:1310,0,62.45,1.3,24.73,12.64,1.07,0
20161025:1410,0,55.21,1.15,18.21,12.71,1.16,0
20161025:1510,0,34.39,0.72,10.07,12.77,1.26,0
20161025:1610,0,0,0,0,12.59,1.18,0
20161025:1710,0,0,0,0,12.4,1.1,0
20161025:1810,0,0,0,0,12.22,1.02,0
20161025:1910,0,0,0,0,12.1,1.07,0
20161025:2010,0,0,0,0,11.98,1.11,0
20161025:2110,0,0,0,0,11.86,1.16,0
20161025:2210,0,0,0,0,11.71,1.09,0
20161025:2310,0,0,0,0,11.56,1.02,0
20161026:0010,0,0,0,0,11.41,0.95,0
20161026:0110,0,0,0,0,11.05,0.91,0
20161026:0210,0,0,0,0,10.69,0.86,0
20161026:0310,0,0,0,0,10.33,0.81,0
20161026:0410,0,0,0,0,10.33,0.84,0
20161026:0510,0,0,0,0,10.33,0.87,0
20161026:0610,0,0,0,0,10.33,0.9,0
20161026:0710,163.35,71.08,2.41,10.11,10.64,1.13,0
20161026:0810,111.47,146.33,3.72,18.18,10.95,1.37,0
20161026:0910,0,103.18,2.15,24.6,11.27,1.6,0
20161026:1010,25.08,191.89,4.17,28.79,11.42,1.66,0
20161026:1110,88.65,237.06,5.49,30.22,11.57,1.73,0
20161026:1210,180.55,247.52,6.2,28.68,11.72,1.79,0
20161026:1310,25.56,165.1,3.58,24.4,11.98,2.2,0
20161026:1410,32.83,126.17,2.77,17.9,12.24,2.6,0
20161026:1510,11.4,58.33,1.24,9.78,12.5,3.01,0
20161026:1610,0,0,0,0,11.72,2.77,0
20161026:1710,0,0,0,0,10.94,2.54,0
20161026:1810,0,0,0,0,10.16,2.3,0
20161026:1910,0,0,0,0,9.76,1.99,0
20161026:2010,0,0,0,0,9.36,1.68,0
20161026:2110,0,0,0,0,8.96,1.37,0
20161026:2210,0,0,0,0,8.74,1.37,0
20161026:2310,0,0,0,0,8.52,1.38,0
20161027:0010,0,0,0,0,8.31,1.39,0
20161027:0110,0,0,0,0,8.28,1.5,0
20161027:0210,0,0,0,0,8.25,1.61,0
20161027:0310,0,0,0,0,8.22,1.72,0
20161027:0410,0,0,0,0,8.08,1.62,0
20161027:0510,0,0,0,0,7.95,1.52,0
20161027:0610,0,0,0,0,7.81,1.42,0
20161027:0710,182.63,64.85,2.41,9.85,8.05,1.51,0
20161027:0810,384.45,103.51,5.15,17.89,8.29,1.6,0
20161027:0910,538.64,133.93,7.32,24.29,8.54,1.7,0
20161027:1010,632.03,158.55,8.68,28.46,9.07,1.81,0
20161027:1110,721.95,146.14,9.32,29.88,9.6,1.93,0
20161027:1210,622.98,175.87,8.54,28.34,10.14,2.04,0
20161027:1310,591.48,142.58,7.37,24.08,10.36,2.11,0
20161027:1410,412.44,128.06,5.07,17.6,10.57,2.18,0
20161027:1510,230.84,82.45,2.43,9.5,10.79,2.25,0
20161027:1610,0,0,0,0,9.83,1.97,0
20161027:1710,0,0,0,0,8.86,1.7,0
20161027:1810,0,0,0,0,7.9,1.42,0
20161027:1910,0,0,0,0,7.31,1.43,0
20161027:2010,0,0,0,0,6.72,1.45,0
20161027:2110,0,0,0,0,6.13,1.46,0
20161027:2210,0,0,0,0,5.57,1.37,0
20161027:2310,0,0,0,0,5.01,1.27,0
20161028:0010,0,0,0,0,4.46,1.17,0
20161028:0110,0,0,0,0,4.26,1.13,0
20161028:0210,0,0,0,0,4.07,1.09,0
20161028:0310,0,0,0,0,3.88,1.05,0
20161028:0410,0,0,0,0,3.52,1.05,0
20161028:0510,0,0,0,0,3.17,1.06,0
20161028:0610,0,0,0,0,2.81,1.06,0
20161028:0710,15.95,57.09,1.26,9.58,5.16,1.17,0
20161028:0810,15.49,110.41,2.4,17.6,7.51,1.28,0
20161028:0910,0,84.18,1.75,23.98,9.86,1.39,0
20161028:1010,0,91.42,1.9,28.13,11.21,1.34,0
20161028:1110,0,114.05,2.38,29.54,12.56,1.28,0
20161028:1210,0,123.1,2.56,28.01,13.92,1.23,0
20161028:1310,12.02,144.22,3.07,23.76,13.49,1.23,0
20161028:1410,47.18,129.54,2.89,17.3,13.05,1.24,0
20161028:1510,110.88,83.11,1.92,9.22,12.62,1.24,0
20161028:1610,0,0,0,0,11.47,1.43,0
20161028:1710,0,0,0,0,10.32,1.61,0
20161028:1810,0,0,0,0,9.18,1.79,0
20161028:1910,0,0,0,0,8.19,1.69,0
20161028:2010,0,0,0,0,7.21,1.59,0
20161028:2110,0,0,0,0,6.23,1.49,0
20161028:2210,0,0,0,0,5.71,1.47,0
20161028:2310,0,0,0,0,5.2,1.44,0
20161029:0010,0,0,0,0,4.69,1.42,0
20161029:0110,0,0,0,0,4.66,1.32,0
20161029:0210,0,0,0,0,4.64,1.22,0
20161029:0310,0,0,0,0,4.62,1.12,0
20161029:0410,0,0,0,0,4.6,1.12,0
20161029:0510,0,0,0,0,4.57,1.13,0
20161029:0610,0,0,0,0,4.55,1.13,0
20161029:0710,14,53.06,1.17,9.32,6.27,1.14,0
